m,l,tau,beta,ne,R_infinite,eig,r=0_um,0.020000,0.040000,0.060000,0.080000,0.100000,0.120000,0.140000,0.160000,0.180000,0.200000,0.220000,0.240000,0.260000,0.280000,0.300000,0.320000,0.340000,0.360000,0.380000,0.400000,0.420000,0.440000,0.460000,0.480000,0.500000,0.520000,0.540000,0.560000,0.580000,0.600000,0.620000,0.640000,0.660000,0.680000,0.700000,0.720000,0.740000,0.760000,0.780000,0.800000,0.820000,0.840000,0.860000,0.880000,0.900000,0.920000,0.940000,0.960000,0.980000,1.000000,1.020000,1.040000,1.060000,1.080000,1.100000,1.120000,1.140000,1.160000,1.180000,1.200000,1.220000,1.240000,1.260000,1.280000,1.300000,1.320000,1.340000,1.360000,1.380000,1.400000,1.420000,1.440000,1.460000,1.480000,1.500000,1.520000,1.540000,1.560000,1.580000,1.600000,1.620000,1.640000,1.660000,1.680000,1.700000,1.720000,1.740000,1.760000,1.780000,1.800000,1.820000,1.840000,1.860000,1.880000,1.900000,1.920000,1.940000,1.960000,1.980000,2.000000,2.020000,2.040000,2.060000,2.080000,2.100000,2.120000,2.140000,2.160000,2.180000,2.200000,2.220000,2.240000,2.260000,2.280000,2.300000,2.320000,2.340000,2.360000,2.380000,2.400000,2.420000,2.440000,2.460000,2.480000,2.500000,2.520000,2.540000,2.560000,2.580000,2.600000,2.620000,2.640000,2.660000,2.680000,2.700000,2.720000,2.740000,2.760000,2.780000,2.800000,2.820000,2.840000,2.860000,2.880000,2.900000,2.920000,2.940000,2.960000,2.980000,3.000000,3.020000,3.040000,3.060000,3.080000,3.100000,3.120000,3.140000,3.160000,3.180000,3.200000,3.220000,3.240000,3.260000,3.280000,3.300000,3.320000,3.340000,3.360000,3.380000,3.400000,3.420000,3.440000,3.460000,3.480000,3.500000,
0, 1, 12070.109633, 26012294.767056, 3.518987, 0.000000, 0.000003,4122100.244874,4121875.652646,4121390.358901,4120589.825499,4119470.873638,4118032.543045,4116274.505689,4114196.699719,4111799.207427,4109082.204988,4106045.938627,4102690.712115,4099016.879686,4095024.841755,4090715.042206,4086087.966589,4081144.140871,4075884.130550,4070308.539988,4064418.011902,4058213.226967,4051694.903478,4044863.797078,4037720.700514,4030266.443417,4022501.892108,4014427.949412,4006045.554480,3997355.682622,3988359.345137,3979057.589153,3969451.497460,3959542.188347,3949330.815438,3938818.567527,3928006.668407,3916896.376699,3905488.985682,3893785.823110,3881788.251038,3869497.665635,3856915.496997,3844043.208958,3830882.298893,3817434.297524,3803700.768712,3789683.309257,3775383.548685,3760803.149032,3745943.804634,3730807.241898,3715395.219079,3699709.526051,3683751.984076,3667524.445561,3651028.793823,3634266.942840,3617240.837006,3599952.450875,3582403.788907,3564596.885204,3546533.803254,3528216.635656,3509647.503851,3490828.557851,3471761.975955,3452449.964470,3432894.757424,3413098.616281,3393063.829643,3372792.712958,3352287.608217,3331550.883657,3310584.933449,3289392.177393,3267975.060604,3246336.053196,3224477.649964,3202402.370060,3180112.756671,3157611.376691,3134900.820386,3111983.701064,3088862.654738,3065540.339782,3042019.436596,3018302.647254,2994392.695158,2970292.324690,2946004.300857,2921531.408932,2896876.454102,2872042.261103,2847031.673858,2821847.555110,2796492.786058,2770970.265981,2745282.911871,2719433.658057,2693425.455824,2667261.273043,2640944.093780,2614476.917922,2587862.760786,2561104.652738,2534205.638799,2507168.778258,2479997.144282,2452693.823518,2425261.915701,2397704.533256,2370024.800902,2342225.855249,2314310.844400,2286282.927547,2258145.274568,2229901.065622,2201553.490744,2173105.749435,2144561.050259,2115922.610427,2087193.655393,2058377.418440,2029477.140268,2000496.068582,1971437.457678,1942304.568032,1913100.665879,1883829.022804,1854492.915322,1825095.624466,1795640.435365,1766130.636832,1736569.520943,1706960.382622,1677306.519223,1647611.230110,1617877.816244,1588109.579758,1558309.823546,1528481.850842,1498628.964804,1468754.468095,1438861.662466,1408953.848341,1379034.324401,1349106.387165,1319173.330577,1289238.445592,1259305.019760,1229376.336813,1199455.676252,1169546.312937,1139651.516672,1109774.551799,1079918.676783,1050087.143811,1020283.198378,990510.078885,960771.016231,931069.233414,901407.945120,871790.357330,842219.666918,812699.061247,783231.717780,753820.803681,724469.475419,695180.878379,665958.146470,636804.401738,607722.753975,578716.300337,549788.124962,520941.298584,492438.010427,
0, 2, 12081.543410, 25980638.601088, 3.514705, 0.000000, 0.000000,-6241474.106311,-6239778.340247,-6235830.560562,-6229401.904167,-6220464.188963,-6209012.162009,-6195047.941703,-6178577.424616,-6159609.083973,-6138153.470683,-6114222.972475,-6087831.683034,-6058995.323205,-6027731.188765,-5994058.112517,-5957996.434364,-5919567.975889,-5878796.017458,-5835705.276650,-5790321.887283,-5742673.378561,-5692788.654061,-5640697.970327,-5586432.914978,-5530026.384212,-5471512.559659,-5410926.884554,-5348306.039188,-5283687.915646,-5217111.591811,-5148617.304646,-5078246.422757,-5006041.418242,-4932045.837843,-4856304.273417,-4778862.331734,-4699766.603626,-4619064.632505,-4536804.882266,-4453036.704597,-4367810.305723,-4281176.712599,-4193187.738571,-4103895.948545,-4013354.623670,-3921617.725567,-3828739.860131,-3734776.240923,-3639782.652189,-3543815.411522,-3446931.332193,-3349187.685186,-3250642.160957,-3151352.830942,-3051378.108848,-2950776.711743,-2849607.620990,-2747930.043033,-2645803.370073,-2543287.140662,-2440441.000235,-2337324.661623,-2233997.865552,-2130520.341177,-2026951.766667,-1923351.729871,-1819779.689092,-1716294.934004,-1612956.546718,-1509823.363056,-1406953.934030,-1304406.487572,-1202238.890531,-1100508.610972,-999272.680795,-898587.658706,-798509.593559,-699093.988107,-600395.763173,-502469.222268,-405368.016693,-309145.111135,-213852.749784,-119542.422998,-26264.834541,65930.130598,156993.437763,246876.933558,335533.376120,422916.464711,508980.868619,593682.255340,676977.318022,758823.802163,839180.531532,918007.433301,995265.562375,1070917.124899,1144925.500925,1217255.266231,1287872.213272,1356743.371251,1423837.025293,1489122.734724,1552571.350419,1614155.031232,1673847.259485,1731622.855507,1787457.991215,1841330.202735,1893218.402044,1943102.887633,1990965.354191,2036788.901285,2080558.041058,2122258.704914,2161878.249209,2199405.459933,2234830.556381,2268145.193821,2299342.465151,2328416.901544,2355364.472090,2380182.582429,2402870.072386,2423427.212599,2441855.700155,2458158.653238,2472340.604786,2484407.495169,2494366.663900,2502226.840375,2507998.133661,2511692.021327,2513321.337352,2512900.259088,2510444.293320,2505970.261412,2499496.283559,2491041.762170,2480627.364365,2468275.003639,2454007.820671,2437850.163321,2419827.565817,2399966.727147,2378295.488680,2354842.811036,2329638.750206,2302714.432965,2274102.031572,2243834.737799,2211946.736292,2178473.177294,2143450.148750,2106914.647803,2068904.551729,2029458.588304,1988616.305642,1946418.041526,1902904.892251,1858118.681001,1812101.925788,1764897.806979,1716550.134429,1667103.314245,1616602.315212,1565092.634902,1512620.265489,1459231.659299,1404973.694123,1349893.638304,1294039.115649,1237458.070166,1180198.730671,1122898.439112,
0, 3, 12098.234943, 25925392.770287, 3.507231, 0.000000, 0.000007,7619569.448133,7614539.735437,7602994.626462,7584162.933198,7557981.209022,7524457.512001,7483627.247094,7435542.916696,7380270.635874,7317888.623906,7248486.412707,7172164.352653,7089033.251933,6999214.077523,6902837.683374,6800044.548186,6690984.513317,6575816.515548,6454708.311735,6327836.193688,6195384.692384,6057546.271138,5914521.007630,5766516.264914,5613746.351685,5456432.172171,5294800.866082,5129085.439137,4959524.384702,4786361.297121,4609844.477364,4430226.531602,4247763.963392,4062716.760118,3875347.974387,3685923.301077,3494710.650733,3301979.720038,3108001.560070,2913048.143079,2717391.928500,2521305.428942,2325060.776884,2128929.292789,1933181.055382,1738084.474806,1543905.869362,1350909.046558,1159354.889157,969500.946920,781601.034721,595904.837716,412657.524202,232099.366830,54465.372782,-120015.076464,-291118.575193,-458628.032760,-622333.001593,-782029.993344,-937522.782687,-1088622.698261,-1235148.900294,-1376928.644462,-1513797.531550,-1645599.742543,-1772188.258753,-1893425.066645,-2009181.347057,-2119337.648510,-2223784.044350,-2322420.273499,-2415155.864594,-2501910.243365,-2582612.823072,-2657203.077920,-2725630.599346,-2787855.135123,-2843846.611264,-2893585.136728,-2937060.990949,-2974274.594276,-3005236.461389,-3029967.137842,-3048497.119860,-3060866.757590,-3067126.142005,-3067334.975703,-3061562.427857,-3049886.973629,-3032396.218337,-3009186.706749,-2980363.717852,-2946041.045505,-2906340.765382,-2861392.988658,-2811335.602892,-2756314.000596,-2696480.796002,-2631995.530534,-2563024.367549,-2489739.776893,-2412320.209856,-2330949.765124,-2245817.846320,-2157118.811773,-2065051.617132,-1969819.451486,-1871629.367622,-1770691.907107,-1667220.720848,-1561432.185809,-1453545.018570,-1343779.886416,-1232359.016633,-1119505.804709,-1005444.422131,-890399.424454,-774595.360345,-658256.382272,-541605.859521,-424865.994206,-308257.440954,-191998.930899,-76306.900651,38604.873141,152525.632985,265247.992908,376568.283383,486286.888228,594208.572913,700142.803731,803904.057297,905312.119853,1004192.375897,1100376.085647,1193700.650907,1284009.868882,1371154.173551,1454990.864205,1535384.320784,1612206.205698,1685335.651790,1754659.436182,1820072.139736,1881476.291885,1938782.500652,1991909.567660,2040784.587983,2085343.034724,2125528.828220,2161294.389795,2192600.680045,2219417.221615,2241722.106503,2259501.987933,2272752.056856,2281476.003190,2285685.961924,2285402.444227,2280654.253759,2271478.388375,2257919.927460,2240031.905147,2217875.169714,2191518.229436,2161037.085252,2126515.050584,2088042.558672,2045716.957850,1999642.295141,1949929.088641,1896694.089124,1840060.031351,1780155.375574,1718008.295008,
1, 1, 12074.345907, 26000823.333883, 3.517436, 0.000000, 0.000001,0.000000,52642.839605,105268.070168,157861.641556,210408.128625,262892.100491,315298.102557,367610.683916,419814.411880,471893.881752,523833.724481,575618.613270,627233.269601,678662.468907,729891.046029,780903.900520,831686.001836,882222.394450,932498.202891,982498.636729,1032208.995511,1081614.673641,1130701.165222,1179454.068849,1227859.092364,1275902.057557,1323568.904836,1370845.697842,1417718.628018,1464174.019144,1510198.331807,1555778.167832,1600900.274663,1645551.549691,1689719.044523,1733389.969210,1776551.696407,1819191.765483,1861297.886574,1902857.944568,1943860.003044,1984292.308134,2024143.292329,2063401.578225,2102055.982194,2140095.517992,2177509.400302,2214287.048205,2250418.088577,2285892.359422,2320699.913126,2354831.019640,2388276.169589,2421026.077301,2453071.683762,2484404.159496,2515014.907358,2544895.565259,2574038.008794,2602434.353805,2630076.958853,2656958.427605,2683071.611143,2708409.610182,2732965.777208,2756733.718528,2779707.296226,2801880.630044,2823248.099166,2843804.343915,2863544.267360,2882463.036836,2900556.085371,2917819.113023,2934248.088124,2949839.248437,2964589.102214,2978494.429169,2991552.281353,3003759.983939,3015115.135910,3025615.610659,3035259.556494,3044045.397044,3051971.831578,3059037.835230,3065242.659121,3070585.830401,3075067.152186,3078686.703406,3081444.838559,3083342.187371,3084379.654361,3084558.418319,3083879.931680,3082345.919817,3079958.380235,3076719.581674,3072632.063118,3067698.632721,3061922.366631,3055306.607732,3047854.964293,3039571.308524,3030459.775051,3020524.759294,3009770.915766,2998203.156278,2985826.648057,2972646.811789,2958669.319562,2943900.092735,2928345.299721,2912011.353687,2894904.910171,2877032.864621,2858402.349851,2839020.733423,2818895.614940,2798034.823278,2776446.413725,2754138.665060,2731120.076545,2707399.364856,2682985.460930,2657887.506755,2632114.852074,2605677.051041,2578583.858789,2550845.227947,2522471.305087,2493472.427108,2463859.117556,2433642.082889,2402832.208676,2371440.555743,2339478.356258,2306957.009767,2273888.079170,2240283.286648,2206154.509536,2171513.776155,2136373.261581,2100745.283385,2064642.297315,2028076.892941,1991061.789256,1953609.830235,1915733.980364,1877447.320119,1838763.041419,1799694.443042,1760254.926009,1720457.988939,1680317.223369,1639846.309057,1599059.009248,1557969.165929,1516590.695044,1474937.581710,1433023.875394,1390863.685087,1348471.174456,1305860.556981,1263046.091087,1220042.075255,1176862.843138,1133522.758654,1090036.211089,1046417.610186,1002681.381238,958841.960177,914913.788667,870911.309203,826848.960207,783152.852474,
1, 2, 12089.492385, 25956956.536471, 3.511501, 0.000000, 0.000004,0.000000,-126829.526153,-253518.592212,-379955.233482,-506016.706801,-631580.508017,-756524.321141,-880726.329500,-1004065.423611,-1126421.370303,-1247674.964109,-1367708.169147,-1486404.255147,-1603647.929335,-1719325.465064,-1833324.827615,-1945535.797364,-2055850.090411,-2164161.476657,-2270365.895297,-2374361.567659,-2476049.107302,-2575331.627293,-2672114.844546,-2766307.181136,-2857819.862480,-2946567.012289,-3032465.744179,-3115436.249864,-3195401.883816,-3272289.244311,-3346028.250771,-3416552.217322,-3483797.922475,-3547705.674871,-3608219.375005,-3665286.572870,-3718858.521449,-3768890.226009,-3815340.489138,-3858171.951471,-3897351.128072,-3932848.440427,-3964638.244022,-3992698.851462,-4017012.551131,-4037565.621354,-4054348.340061,-4067354.989945,-4076583.859101,-4082037.237167,-4083721.406954,-4081646.631605,-4075827.137272,-4066281.091356,-4053030.576337,-4036101.559214,-4015523.856618,-3991331.095610,-3963560.670253,-3932253.693973,-3897454.947798,-3859212.824517,-3817579.268849,-3772609.713671,-3724363.012402,-3672901.367618,-3618290.255979,-3560598.349569,-3499897.433735,-3436262.321530,-3369770.764855,-3300503.362413,-3228543.464585,-3153977.075333,-3076892.751260,-2997381.497931,-2915536.663594,-2831453.830415,-2745230.703360,-2656966.996859,-2566764.319378,-2474726.056042,-2380957.249442,-2285564.478767,-2188655.737412,-2090340.309190,-1990728.643301,-1889932.228211,-1788063.464575,-1685235.537365,-1581562.287336,-1477158.082004,-1372137.686262,-1266616.132796,-1160708.592453,-1054530.244704,-948196.148360,-841821.112683,-735519.569048,-629405.443295,-523592.028930,-418191.861309,-313316.592953,-209076.870150,-105582.210954,-2940.884761,98740.206435,199355.644958,298801.612394,396976.002451,493778.531603,589110.847380,682876.634199,774981.716610,865334.159834,953844.367498,1040425.176441,1124991.948494,1207462.659137,1287757.982920,1365801.375573,1441519.152703,1514840.564994,1585697.869835,1654026.399292,1719764.624356,1782854.215393,1843240.098750,1900870.509427,1955697.039797,2007674.684296,2056761.880056,2102920.543436,2146116.102409,2186317.524795,2223497.342292,2257631.670299,2288700.223522,2316686.327336,2341576.924907,2363362.580087,2382037.476064,2397599.409795,2410049.782234,2419393.584366,2425639.379093,2428799.278974,2428888.919885,2425927.430611,2419937.398437,2410944.830773,2398979.112876,2384072.961715,2366262.376064,2345586.582867,2322087.979963,2295812.075237,2266807.422283,2235125.552664,2200820.904850,2163950.749934,2124575.114215,2082756.698752,2038560.795988,1992055.203552,1943310.135344,1892398.130026,1839393.957015,1784374.520114,1727418.758892,1668607.547938,1608023.594111,1545751.331915,1481876.817138,1417228.816582,
1, 3, 12101.001615, 25892082.648186, 3.502725, 0.000000, 0.000006,0.000000,203377.701775,406299.542304,608399.052225,809279.049025,1008543.619840,1205799.267657,1400656.359409,1592730.230670,1781642.155297,1967020.246807,2148500.316783,2325726.700675,2498353.055266,2666043.129262,2828471.507118,2985324.325527,3136299.961617,3281109.691739,3419478.319639,3551144.772773,3675862.665561,3793400.828389,3903543.801231,4006092.290836,4100863.590479,4187691.961373,4266428.974897,4336943.814926,4399123.539584,4452873.301882,4498116.528770,4534795.058238,4562869.234208,4582317.959025,4593138.703509,4595347.474569,4588978.740527,4574085.314370,4550738.195266,4519026.368766,4479056.566208,4430952.983957,4374856.963172,4310926.630926,4239336.503561,4160277.053256,4073954.238897,3980589.002382,3880416.731595,3773686.691375,3660661.423838,3541616.119526,3416837.960897,3286625.439739,3151287.650152,3011143.558802,2866521.254189,2717757.176740,2565195.331551,2409186.485668,2250087.351823,2088259.760552,1924069.822670,1757887.084092,1590083.674995,1421033.455328,1251111.158695,1080691.536615,910148.505188,739854.296142,570178.614283,401487.803277,234144.021754,68504.431606,-95079.599599,-256263.280269,-414709.158677,-570087.867345,-722078.846213,-870371.042922,-1014663.588631,-1154666.447833,-1290101.040682,-1420700.836454,-1546211.916800,-1666393.507531,-1781018.477782,-1889873.805436,-1992761.007810,-2089496.536677,-2179912.136777,-2263855.167078,-2341188.884126,-2411792.686910,-2475562.322789,-2532410.054084,-2582264.785069,-2625072.149165,-2660794.556254,-2689411.200114,-2710918.026090,-2725327.659175,-2732669.292824,-2732988.538861,-2726347.238980,-2712823.238394,-2692510.122302,-2665516.915926,-2631967.748939,-2592001.485221,-2545771.318926,-2493444.337951,-2435201.055956,-2371234.914163,-2301751.754235,-2226969.263595,-2147116.394612,-2062432.759150,-1973168.000004,-1879581.140840,-1781939.916255,-1680520.083667,-1575604.718747,-1467483.496148,-1356451.957334,-1242810.767322,-1126864.962171,-1008923.189073,-889296.940929,-768299.787267,-646246.603396,-523452.799670,-400233.552732,-276903.040611,-153773.683505,-31155.392092,90645.174829,211325.341606,330587.134136,448137.983729,563691.414739,676967.714356,787694.582980,895607.763664,1000451.649142,1101979.865063,1199955.828069,1294153.277443,1384356.779132,1470362.200993,1551977.158203,1629021.427864,1701327.331869,1768740.087231,1831118.123116,1888333.363920,1940271.477834,1986832.090395,2027928.962630,2063490.133491,2093458.026353,2117789.519444,2136455.980179,2149443.263426,2156751.673866,2158395.892647,2154404.868673,2144821.674907,2129703.330184,2109120.587101,2083157.686640,2051912.080250,2015494.120210,1974026.719144,1928642.535196,
